instance_id,p,optimizer_seed,expectation_p_target,threshold_p_target,expectation_approx_ratio,threshold_approx_ratio,expectation_p_opt,threshold_p_opt,expectation_evals,threshold_evals,initialization_identical,delta_p_target,delta_approx_ratio
n10_d50_s17,1,3,0.02734375000000003,0.029420180827131576,0.6357142857142863,0.6329951814859622,0.003906250000000005,0.003638481546818945,54,30,True,0.0020764308271315444,-0.0027191042283241096
n10_d50_s17,1,4,0.04776434443521126,0.06227926398898483,0.6848773178782283,0.6746398937927406,0.004601772942860049,0.004598082060551306,57,57,True,0.01451491955377357,-0.010237424085487667
n10_d50_s17,2,0,0.08440388231832664,0.0694795958204841,0.7576750258873345,0.6714110848674736,0.013676445176016516,0.0011170617868578477,128,128,True,-0.01492428649784254,-0.0862639410198609
n10_d50_s17,2,1,0.17592234158909523,0.03568298340241941,0.7955597554804618,0.6539779569772358,0.0402023213662667,0.0024934875128446925,120,65,True,-0.14023935818667582,-0.14158179850322594
n10_d50_s17,2,2,0.027343750000000028,0.20424632796417272,0.6357142857142861,0.7783369563320124,0.0039062500000000035,0.05013436065995434,50,128,True,0.1769025779641727,0.14262267061772627
n10_d50_s17,2,3,0.17889082070997947,0.21718133567738634,0.7962374890947757,0.771366141184246,0.04300605413960534,0.051625774118935645,128,128,True,0.038290514967406875,-0.024871347910529695
n10_d50_s17,2,4,0.027343750000020924,0.0782030584188994,0.6357142857143523,0.6796334800122955,0.003906250000003546,0.004009344610405257,20,128,True,0.050859308418878466,0.04391919429794322
n10_d50_s17,3,0,0.06507493152879737,0.06982557434076624,0.70240147624741,0.6704937930945379,0.0002854998468300667,0.013509819958791422,128,128,True,0.0047506428119688665,-0.03190768315287207
n10_d50_s17,3,1,0.02734375000001652,0.13780638609453022,0.6357142857143377,0.782649674347545,0.0039062500000028,0.023821756081576828,56,128,True,0.1104626360945137,0.1469353886332072
n10_d50_s17,3,2,0.14547126887118053,0.05341773455787167,0.7882558570994297,0.640342111651345,0.029034649575898033,0.004138754475020418,128,128,True,-0.09205353431330887,-0.14791374544808467
n10_d50_s17,3,3,0.021170400679822652,0.05551125151832856,0.6814419908797138,0.6565196229290746,0.00324367658621915,0.010090582734900728,128,128,True,0.03434085083850591,-0.02492236795063918
n10_d50_s17,3,4,0.16029095099673646,0.13646953278245866,0.7675484706976703,0.710730817022639,0.03863311479193719,0.0177982830892231,128,128,True,-0.0238214182142778,-0.05681765367503133
n10_d50_s42,1,0,0.07651857894040881,0.07907875332255904,0.6170303194237468,0.6162089362081681,0.004050239918661698,0.003802794133771448,39,39,True,0.0025601743821502265,-0.0008213832155786749
n10_d50_s42,1,1,0.10720716844769071,0.06970896872333426,0.6279917158831207,0.5953418066224446,0.011269261318951618,0.0008659958123042774,48,48,True,-0.037498199724356446,-0.032649909260676124
n10_d50_s42,1,2,0.04687500000000004,0.08817337141350728,0.581521739130435,0.6135520030926301,0.0019531250000000017,0.0025420165968282143,15,57,True,0.04129837141350724,0.032030263962195105
n10_d50_s42,1,3,0.06889533935655828,0.08498656193383514,0.6135543044950118,0.6023924682349227,0.00025224052883225504,0.007637574840471643,33,33,True,0.016091222577276854,-0.011161836260089153
n10_d50_s42,1,4,0.04687500000000004,0.08817337141350726,0.581521739130435,0.6135520052160581,0.0019531250000000017,0.0025420162952207105,21,51,True,0.041298371413507215,0.032030266085623094
n10_d50_s42,2,0,0.06986725881256167,0.12954702042072797,0.6119666333343919,0.6239113049860215,0.004279460566244772,0.01119385513756479,128,128,True,0.05967976160816629,0.011944671651629601
n10_d50_s42,2,1,0.09771117620810554,0.10053679746256411,0.6369622761624206,0.5888124556662457,0.004310292934293686,0.007439842927078388,128,128,True,0.0028256212544585657,-0.04814982049617489
n10_d50_s42,2,2,0.33781109007403554,0.078855099834088,0.7505963443252983,0.5812188569954988,0.044126892410701606,0.00045016880652218484,90,125,True,-0.25895599023994753,-0.16937748732979951
n10_d50_s42,2,3,0.046874999999999306,0.06710408521063921,0.5815217391304348,0.5765447821143282,0.0019531249999997602,0.0006726496702025947,30,110,True,0.020229085210639902,-0.004976957016106565
n10_d50_s42,2,4,0.0865340659782401,0.08500304486934201,0.6290064645419559,0.5940946019981785,0.0015148492953399812,0.01416397625176322,128,128,True,-0.0015310211088980785,-0.03491186254377732
n10_d50_s42,3,0,0.4892470118255149,0.364511136274723,0.8000956306865357,0.7463740366146537,0.10556510783460653,0.043755649466578304,128,128,True,-0.12473587555079191,-0.05372159407188193
n10_d50_s42,3,1,0.046875000000013226,0.09588718341730038,0.5815217391304535,0.5948089422523258,0.001953125000000831,0.0007592314027998496,28,128,True,0.04901218341728715,0.01328720312187237
n10_d50_s42,3,2,0.12011615009248439,0.1126366605896928,0.6284955802582168,0.5709275251910918,0.017236271156749677,0.012492122031812037,128,128,True,-0.007479489502791592,-0.057568055067125035
n10_d50_s42,3,3,0.10665960358708569,0.1466417509422075,0.6279995925704682,0.652934375808001,0.011018444524377217,0.023418260141740404,128,128,True,0.0399821473551218,0.02493478323753273
n10_d50_s42,3,4,0.05545179215373479,0.35640975920404383,0.6009092843339738,0.7464403876699273,0.0006076544263819082,0.05179762769453391,128,128,True,0.300957967050309,0.14553110333595343
n10_d75_s17,1,0,0.00585937500000001,0.013244702795708246,0.7043478260869578,0.6981712234709709,0.003906250000000007,0.01052382783761955,15,36,True,0.007385327795708236,-0.006176602615986848
n10_d75_s17,1,1,0.005859375000000002,0.005912691417440017,0.7043478260869567,0.704237481538348,0.003906250000000002,0.0038752453049449055,24,21,True,5.331641744001515e-05,-0.00011034454860869847
n10_d75_s17,1,2,0.004563715617079355,0.007054234481323338,0.727117067449618,0.6953823805595883,0.002655663103962331,0.0061325700198499155,42,39,True,0.0024905188642439834,-0.03173468689002967
n10_d75_s17,1,3,0.0016100106564047422,0.03090319396675001,0.7148858604073083,0.7547825930219894,0.0005588759750254368,0.003625151389466056,45,63,True,0.029293183310345267,0.039896732614681074
n10_d75_s17,1,4,0.009217129836396692,0.01082838934634427,0.7108751288837599,0.7092206626577479,0.006354892881434989,0.008756597815426544,48,36,True,0.0016112595099475775,-0.0016544662260120635
n10_d75_s17,2,0,0.0077646239873308594,0.06068941215731234,0.7290018383514281,0.7552183280930703,0.006086661297912693,0.003439941351637237,110,100,True,0.05292478816998148,0.026216489741642257
n10_d75_s17,2,1,0.015066701143569027,0.020905854316689412,0.7225995606860218,0.7076857249293863,0.008345136501083164,0.016489537545953843,110,110,True,0.005839153173120386,-0.014913835756635518
n10_d75_s17,2,2,0.0036640618425508387,0.026820184780723212,0.7305752595586471,0.6898081489675294,0.0032125025918365315,0.011012457515299902,100,128,True,0.023156122938172374,-0.040767110591117706
n10_d75_s17,2,3,0.0058593749999999506,0.04459197774462032,0.7043478260869576,0.7274136813099035,0.0039062499999999558,0.008515181747465848,25,128,True,0.03873260274462037,0.023065855222945908
n10_d75_s17,2,4,0.004121221256437695,0.010102201252998225,0.7277812300947328,0.714496172524855,0.003915043641476094,0.009277275244849344,120,128,True,0.005980979996560529,-0.013285057569877856
n10_d75_s17,3,0,0.0058593750000001926,0.016976904973825563,0.7043478260869556,0.7123953899517,0.003906250000000017,0.015708617150447277,28,128,True,0.01111752997382537,0.008047563864744478
n10_d75_s17,3,1,0.0058593750000369895,0.014695009784591529,0.7043478260873898,0.7097411718582699,0.003906250000024903,0.008652020033835453,49,128,True,0.00883563478455454,0.005393345770880131
n10_d75_s17,3,2,0.002963963245544297,0.015737711750390106,0.7266804448842337,0.7053731006463893,0.002319971838087689,0.010806211224230226,128,128,True,0.012773748504845809,-0.021307344237844417
n10_d75_s17,3,3,0.012582858736131547,0.017539679055841244,0.7321492580630852,0.7081535298202816,0.01125395852759085,0.009153069852039149,128,128,True,0.004956820319709697,-0.023995728242803605
n10_d75_s17,3,4,0.004803961264639546,0.019072236607868633,0.722519462424399,0.707650372884643,0.0029522016213626738,0.01878260362630449,128,128,True,0.014268275343229088,-0.014869089539755964
n10_d75_s42,1,0,0.05954412013495249,0.07449616029243261,0.6954457379557663,0.682452047847575,0.0036819325560066853,0.00209979808122125,66,84,True,0.014952040157480119,-0.012993690108191291
n10_d75_s42,1,1,0.08917831640914438,0.0699448245114314,0.7399784509539674,0.6966702460527917,0.002624822877508606,0.003310230355854103,30,48,True,-0.01923349189771298,-0.043308204901175706
n10_d75_s42,1,2,0.08699932394084336,0.08887916342186794,0.6869878908662367,0.6866239233705026,0.008477980836677968,0.007962344662602868,51,33,True,0.0018798394810245755,-0.0003639674957340855
n10_d75_s42,1,3,0.06765675331028768,0.08417348316582708,0.6980195602904173,0.6778733891279417,0.0019089735724164573,0.005304226223783518,84,36,True,0.016516729855539397,-0.020146171162475635
n10_d75_s42,1,4,0.05859375000008047,0.060568862595650926,0.6791044776120491,0.6800201047554095,0.0019531250000040376,0.0017586429930621294,30,33,True,0.001975112595570455,0.0009156271433604646
n10_d75_s42,2,0,0.07417015019010478,0.08934502345045216,0.7083958646372919,0.6913945460828563,0.004864040563912115,0.009864914579759687,128,128,True,0.015174873260347374,-0.01700131855443554
n10_d75_s42,2,1,0.07389659379127386,0.08887923441013446,0.6986208049799636,0.6807715896778307,0.005103175153919048,0.004281828907349043,110,128,True,0.014982640618860593,-0.017849215302132904
n10_d75_s42,2,2,0.058593750000014745,0.07991617613520825,0.6791044776119601,0.685179062676741,0.00195312500000074,0.001139730178287398,30,128,True,0.021322426135193508,0.006074585064780869
n10_d75_s42,2,3,0.07299392667127028,0.08104621146304605,0.7065463550880653,0.6859759567478273,0.001606630948489903,0.00038864593695612625,125,105,True,0.008052284791775777,-0.020570398340237994
n10_d75_s42,2,4,0.05629527555197564,0.0866110925167818,0.690631365029565,0.6855347737617039,0.00031275283779442484,0.004680437093183397,105,128,True,0.03031581696480616,-0.005096591267861106
n10_d75_s42,3,0,0.058593750000000146,0.08613021318829145,0.6791044776119423,0.6855038596203458,0.001953125000000005,0.004764417352263834,56,128,True,0.027536463188291303,0.006399382008403509
n10_d75_s42,3,1,0.05859375000000256,0.1311741414126064,0.6791044776119436,0.6962669257034044,0.0019531250000001292,0.011773182682146412,77,128,True,0.07258039141260383,0.017162448091460836
n10_d75_s42,3,2,0.0759677209610653,0.08665937977134859,0.7082683657439982,0.6897882968855338,0.004169786113659015,0.006534612075350355,84,128,True,0.010691658810283292,-0.018480068858464427
n10_d75_s42,3,3,0.058593750000014724,0.10055501199720322,0.6791044776119607,0.6905709335334401,0.001953125000000738,0.016853671898478383,49,128,True,0.0419612619971885,0.011466455921479435
n10_d75_s42,3,4,0.07505882354662459,0.08949739230833442,0.7009488548193548,0.6853909385574206,0.002953695119251137,0.004797879294541709,128,128,True,0.014438568761709833,-0.015557916261934146
n12_d25_s17,1,0,0.07982440592860746,0.11125478295623203,0.5710583253784283,0.5743190420664143,0.00010924421431949372,0.002794707403196806,39,42,True,0.03143037702762458,0.0032607166879859983
n12_d25_s17,1,1,0.46673585513419263,0.47335522473646835,0.7341604826476844,0.7318836126684322,0.022244334710946362,0.024970020103099927,42,45,True,0.006619369602275715,-0.0022768699792522495
n12_d25_s17,1,2,0.07982441907273145,0.08442549670605223,0.571058325378425,0.5679528391251374,0.00010924487308193753,0.0005734463871102253,39,36,True,0.00460107763332078,-0.0031054862532876593
n12_d25_s17,1,3,0.07324218750000006,0.13794064806646134,0.5370370370370371,0.5909233882078275,0.0009765625000000009,0.0028907866199323834,39,45,True,0.06469846056646128,0.053886351170790436
n12_d25_s17,1,4,0.18754998514250157,0.18777703745703267,0.6338761468350768,0.6337394207792318,0.0032906056423342507,0.0033797132440473317,39,39,True,0.00022705231453110097,-0.0001367260558449157
n12_d25_s17,2,0,0.07324218750001887,0.2140589721754943,0.5370370370370575,0.627481927025197,0.0009765625000004228,0.01237395576934161,30,75,True,0.14081678467547543,0.09044488998813949
n12_d25_s17,2,1,0.20618136575784235,0.20901279336195946,0.6404262698526955,0.6390701463938101,0.003630826941737877,0.0036859044509916635,115,115,True,0.002831427604117115,-0.001356123458885361
n12_d25_s17,2,2,0.07324218750111737,0.13219043243513373,0.5370370370382647,0.5809932316268765,0.000976562500024993,0.0021042320039934676,45,115,True,0.05894824493401636,0.043956194588611885
n12_d25_s17,2,3,0.4779301004399733,0.2487076913434345,0.7369296369824982,0.6465925146483928,0.025305923289407808,0.0010329908248451535,128,100,True,-0.2292224090965388,-0.0903371223341054
n12_d25_s17,2,4,0.15667474268394677,0.131255479952939,0.6061222488647008,0.5821727706126911,0.004747165202385893,0.0020843263519400726,110,60,True,-0.025419262731007752,-0.02394947825200966
n12_d25_s17,3,0,0.0732421875000002,0.18066351454693638,0.5370370370370379,0.6121638198956634,0.0009765624999999677,0.012476434595490485,28,128,True,0.10742132704693619,0.07512678285862551
n12_d25_s17,3,1,0.18754861614160862,0.12151351181582903,0.6338761447193655,0.5560778035466712,0.003290245878273535,0.0019606672163345966,128,128,True,-0.06603510432577958,-0.07779834117269424
n12_d25_s17,3,2,0.20147325142178685,0.21271768581127143,0.6371553649585949,0.6377733917173665,0.013713756096478114,0.003530095986634765,128,128,True,0.011244434389484581,0.0006180267587715393
n12_d25_s17,3,3,0.6445364815455135,0.3911892303488823,0.7855765773850192,0.7127486612440691,0.049291497263394865,0.020917236706331666,128,128,True,-0.25334725119663115,-0.07282791614095008
n12_d25_s17,3,4,0.07324218750001972,0.2026616820283269,0.5370370370370587,0.6269701895341944,0.000976562500000441,0.019360869141303264,21,128,True,0.1294194945283072,0.08993315249713563
n12_d25_s42,1,0,0.15968460343520308,0.1851220757671173,0.5729316582776353,0.5813951712972757,0.0004600848033554137,0.005537264883628491,51,36,True,0.025437472331914235,0.008463513019640434
n12_d25_s42,1,1,0.09521484375000006,0.15235029017993135,0.5241935483870969,0.5623584862415328,0.0004882812500000004,0.000394510201480133,9,33,True,0.05713544642993129,0.038164937854435976
n12_d25_s42,1,2,0.1468058691397093,0.1523502901799317,0.5648874118316224,0.5623584855488404,0.00044472357282189783,0.0003945101819007475,39,27,True,0.0055444210402224026,-0.002528926282782007
n12_d25_s42,1,3,0.09521484375000006,0.10783074118494188,0.5241935483870969,0.5342337335028412,0.0004882812500000004,0.0002791178032388209,30,27,True,0.01261589743494182,0.010040185115744338
n12_d25_s42,1,4,0.09521484375000006,0.10783074118494203,0.5241935483870969,0.5342337340129163,0.0004882812500000004,0.0002791177874832876,54,42,True,0.012615897434941972,0.010040185625819431
n12_d25_s42,2,0,0.17771664827886216,0.6799946107527584,0.5764132097890078,0.7705553577788852,0.005420106681335184,0.015919270628270938,110,128,True,0.5022779624738962,0.1941421479898774
n12_d25_s42,2,1,0.3023243205147323,0.3041363280390543,0.648445584378376,0.6476985753375784,0.004494064633458034,0.00428906697425822,105,95,True,0.0018120075243220346,-0.0007470090407976082
n12_d25_s42,2,2,0.09521484375000987,0.18512207576711753,0.5241935483871062,0.5813951711596247,0.0004882812500000865,0.005537264802984867,15,80,True,0.08990723201710767,0.0572016227725185
n12_d25_s42,2,3,0.15083267009971524,0.25943777792248757,0.5642296299276326,0.6242816461986057,0.00078211085161447,0.0016192066284704426,115,128,True,0.10860510782277233,0.06005201627097312
n12_d25_s42,2,4,0.09521484375000014,0.6351390690967749,0.5241935483870969,0.760831346863441,0.0004882812500000007,0.016161534730435616,15,105,True,0.5399242253467748,0.23663779847634414
n12_d25_s42,3,0,0.3227211556198536,0.23207191453816522,0.661094739911496,0.618164020721101,0.0008712664815581289,0.004632633219950248,128,128,True,-0.09064924108168837,-0.04293071919039504
n12_d25_s42,3,1,0.22427763730196765,0.2711412308337734,0.6205750187947269,0.6278569632144269,0.002418199984652983,0.00015992423763955347,128,128,True,0.04686359353180575,0.007281944419699982
n12_d25_s42,3,2,0.6836147072657964,0.2314341291095765,0.7769020327368231,0.6269527108713456,0.014028180968158183,1.657012880408094e-05,128,112,True,-0.4521805781562199,-0.1499493218654775
n12_d25_s42,3,3,0.6315300045417019,0.5488082533878763,0.7615551855382638,0.7306335533639297,0.015591603410221035,0.012063429564088537,128,128,True,-0.08272175115382563,-0.03092163217433419
n12_d25_s42,3,4,0.09521484375002967,0.3217201829665047,0.5241935483871247,0.656351034497662,0.0004882812500002606,0.0003830130905427947,35,128,True,0.226505339216475,0.13215748611053724
n12_d50_s17,1,0,0.010742187500000009,0.013059368651180667,0.6722689075630254,0.6677331622687743,0.0004882812500000004,0.00026793429240805827,12,42,True,0.002317181151180658,-0.004535745294251048
n12_d50_s17,1,1,0.009596789987927819,0.01838652289600931,0.6769140354776879,0.700060210536444,6.730486063082989e-05,0.000558417908457314,30,57,True,0.008789732908081492,0.023146175058756047
n12_d50_s17,1,2,0.018312839849638222,0.01780036335322376,0.6954926138253328,0.6865026765310344,0.00036045445428864773,2.335539911638358e-05,111,57,True,-0.0005124764964144629,-0.008989937294298422
n12_d50_s17,1,3,0.019412058675164014,0.02014856789175658,0.6837871000270399,0.6828966320674589,0.0010599246754870574,0.001096598707711211,51,54,True,0.0007365092165925666,-0.0008904679595810316
n12_d50_s17,1,4,0.023204664537312757,0.023552465709232178,0.7215486128535146,0.7209257218691997,0.0012877048209970537,0.001408729306099612,63,39,True,0.0003478011719194214,-0.0006228909843148944
n12_d50_s17,2,0,0.012728886471581572,0.01969684751737325,0.6801340610802865,0.6746976901714512,0.00011562617331912382,1.8074589109511648e-05,115,128,True,0.006967961045791676,-0.0054363709088353085
n12_d50_s17,2,1,0.01074218750008326,0.0191107699534743,0.6722689075635124,0.6701848121395348,0.0004882812500043292,0.0006133935207316637,20,125,True,0.00836858245339104,-0.0020840954239775833
n12_d50_s17,2,2,0.010742187500000003,0.014778401690792933,0.6722689075630254,0.6725261265201172,0.0004882812500000002,0.0005559823012091951,15,128,True,0.00403621419079293,0.0002572189570918537
n12_d50_s17,2,3,0.018954795755535075,0.02280637517640359,0.6987108191309589,0.6895054201043168,4.29630925811875e-05,0.00021775338206921608,128,115,True,0.0038515794208685145,-0.00920539902664208
n12_d50_s17,2,4,0.01325221159041708,0.02003367936541376,0.6901689518621856,0.6811585913404438,0.0007216509420049475,0.0016322560561748052,128,100,True,0.006781467774996681,-0.009010360521741867
n12_d50_s17,3,0,0.021165644238836642,0.02333737935503592,0.7227342900721232,0.7068817427723025,0.0013314631420942129,0.001900085425726082,128,128,True,0.002171735116199277,-0.015852547299820663
n12_d50_s17,3,1,0.011978189299352656,0.0172571202613063,0.6819771747871861,0.6703852404021998,0.0005386142476242467,0.0012546448737967384,128,128,True,0.005278930961953645,-0.011591934384986291
n12_d50_s17,3,2,0.020054773869668065,0.0252756896124758,0.713480108677276,0.7045647779138284,4.542904994037655e-05,4.329676673410424e-05,128,128,True,0.005220915742807735,-0.008915330763447527
n12_d50_s17,3,3,0.016900625616604086,0.019493288492333467,0.6926270281273232,0.66672721848745,0.0012613539586649907,0.003850645613257287,128,128,True,0.0025926628757293804,-0.02589980963987326
n12_d50_s17,3,4,0.018392305459763805,0.02218218049175699,0.6914274039176548,0.6787363097610813,5.917889989822565e-05,0.005044479283646838,128,128,True,0.003789875031993184,-0.012691094156573435
n12_d50_s42,1,0,0.015625,0.029231726221348626,0.609375,0.6243607622046002,0.0004882812499999999,5.6321265027519135e-05,6,42,True,0.013606726221348626,0.01498576220460024
n12_d50_s42,1,1,0.018528009313370487,0.02575708914335155,0.6299441714395517,0.6253118046348529,0.0002244769247727494,8.828842309908137e-05,39,30,True,0.007229079829981062,-0.0046323668046988065
n12_d50_s42,1,2,0.015625000000001513,0.023258242034552037,0.6093750000000044,0.6084144010174541,0.000488281250000064,0.0015441139112246246,24,39,True,0.007633242034550524,-0.0009605989825502981
n12_d50_s42,1,3,0.015625000000000014,0.023258242034552054,0.6093750000000001,0.6084144004406411,0.0004882812500000004,0.0015441139003851813,21,36,True,0.00763324203455204,-0.00096059955935901
n12_d50_s42,1,4,0.015625000000051285,0.015120604461310153,0.6093750000001619,0.6032263966153253,0.0004882812500021717,5.917475050653418e-06,42,51,True,-0.0005043955387411328,-0.006148603384836582
n12_d50_s42,2,0,0.0289740560409301,0.02787434003038826,0.6393594360009847,0.6298495110114324,0.0006512231828181319,4.545518804926603e-05,105,128,True,-0.0010997160105418423,-0.009509924989552276
n12_d50_s42,2,1,0.015625000000018784,0.04357358334746911,0.6093750000000602,0.6358656373002936,0.0004882812500007949,0.004164128948035855,15,128,True,0.027948583347450325,0.026490637300233377
n12_d50_s42,2,2,0.01940240514662745,0.023258242034552075,0.6337253962432354,0.6084144005118737,0.0004934592879266989,0.0015441138970957089,128,65,True,0.003855836887924624,-0.025310995731361752
n12_d50_s42,2,3,0.03575704859454762,0.039999479171897584,0.6433769990017755,0.6380279055443406,7.949816558002594e-05,3.87058518234786e-06,120,120,True,0.004242430577349965,-0.005349093457434839
n12_d50_s42,2,4,0.2006559992078581,0.21666260623245082,0.7596351212598156,0.751322626894488,0.01583803597752186,0.018245655065710208,128,128,True,0.016006607024592723,-0.00831249436532755
n12_d50_s42,3,0,0.018301600495513937,0.02932316673042853,0.6169428543108064,0.6150828920283218,3.086777771392887e-05,0.0013249530743229957,128,128,True,0.011021566234914595,-0.0018599622824846396
n12_d50_s42,3,1,0.04138891378213734,0.0403014876547315,0.6374547234734873,0.6350410260844729,0.0025193994396950753,6.776636656343655e-05,128,128,True,-0.0010874261274058383,-0.002413697389014424
n12_d50_s42,3,2,0.032315043331866716,0.03065082010471889,0.6449378317876688,0.6198315963720658,0.001702392333000066,0.0017798760880011674,128,128,True,-0.0016642232271478277,-0.025106235415603084
