scope,instance_id,n,family,operational_level,threshold,rho_tau_exact_validation,toffoli_weight_alpha,eps_per_logical_depth_model,fixed_overhead_ratio_to_canonical_alpha6_oracle,fixed_overhead_gate_equivalent_model,effective_fixed_overhead_ratio_to_reweighted_oracle,break_even_fixed_overhead_ratio_to_canonical_alpha6_oracle,k_star,p_target_eff,gate_equivalent_cost_at_k,oracle_gate_equivalent_reweighted,iteration_gate_equivalent_reweighted,canonical_alpha6_oracle_gate_equivalent,evidence_label
primary,n8_d25_s17,8,random_fixed_density,0.25,25,0.28125,1.0,0.0,0.0,0.0,0.0,0.1721506747298935,0,0.28124999999999994,8.0,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.25,25,0.28125,10.0,0.0001,0.25,398.25,0.16867852604828462,0.6544978955980226,0,0.28122187640620305,406.25,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.25,25,0.28125,10.0,0.0001,0.5,796.5,0.33735705209656924,0.6544978955980226,0,0.28122187640620305,804.5,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1.0,0.0,0.0,0.0,0.0,0.10468878265488434,0,0.18749999999999997,8.0,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1.0,0.0,0.1,159.3,0.2516587677725119,0.10468878265488434,0,0.18749999999999997,167.3,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1.0,0.0,0.25,398.25,0.6291469194312796,0.10468878265488434,1,0.94921875,1116.25,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1.0,0.0,0.5,796.5,1.2582938388625593,0.10468878265488434,1,0.94921875,1514.5,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1.0,0.0001,0.0,0.0,0.0,0.108398858655001,0,0.18748125093746873,8.0,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1.0,0.0001,0.1,159.3,0.2516587677725119,0.108398858655001,0,0.18748125093746873,167.3,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1.0,0.0001,0.25,398.25,0.6291469194312796,0.108398858655001,1,0.9242099623816038,1116.25,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1.0,0.0001,0.5,796.5,1.2582938388625593,0.108398858655001,1,0.9242099623816038,1514.5,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,4.0,0.0,0.0,0.0,0.0,0.19925636196822635,0,0.18749999999999997,8.0,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,4.0,0.0,0.1,159.3,0.13176178660049628,0.19925636196822635,0,0.18749999999999997,167.3,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,4.0,0.0,0.25,398.25,0.3294044665012407,0.19925636196822635,1,0.94921875,1728.25,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,4.0,0.0,0.5,796.5,0.6588089330024814,0.19925636196822635,1,0.94921875,2126.5,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,4.0,0.0001,0.0,0.0,0.0,0.2061644189712605,0,0.18748125093746873,8.0,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,4.0,0.0001,0.1,159.3,0.13176178660049628,0.2061644189712605,0,0.18748125093746873,167.3,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,4.0,0.0001,0.25,398.25,0.3294044665012407,0.2061644189712605,1,0.9242099623816038,1728.25,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,4.0,0.0001,0.5,796.5,0.6588089330024814,0.2061644189712605,1,0.9242099623816038,2126.5,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,6.0,0.0,0.0,0.0,0.0,0.26230141484378766,0,0.18749999999999997,8.0,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,6.0,0.0,0.1,159.3,0.1,0.26230141484378766,0,0.18749999999999997,167.3,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,6.0,0.0,0.25,398.25,0.25,0.26230141484378766,0,0.18749999999999997,406.25,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,6.0,0.0,0.5,796.5,0.5,0.26230141484378766,1,0.94921875,2534.5,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,6.0,0.0001,0.0,0.0,0.0,0.2713414591821001,0,0.18748125093746873,8.0,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,6.0,0.0001,0.1,159.3,0.1,0.2713414591821001,0,0.18748125093746873,167.3,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,6.0,0.0001,0.25,398.25,0.25,0.2713414591821001,0,0.18748125093746873,406.25,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,6.0,0.0001,0.5,796.5,0.5,0.2713414591821001,1,0.9242099623816038,2534.5,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,10.0,0.0,0.0,0.0,0.0,0.3883915205949104,0,0.18749999999999997,8.0,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,10.0,0.0,0.1,159.3,0.06747141041931386,0.3883915205949104,0,0.18749999999999997,167.3,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,10.0,0.0,0.25,398.25,0.16867852604828462,0.3883915205949104,0,0.18749999999999997,406.25,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,10.0,0.0,0.5,796.5,0.33735705209656924,0.3883915205949104,1,0.94921875,3350.5,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,10.0,0.0001,0.0,0.0,0.0,0.4016955396037794,0,0.18748125093746873,8.0,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,10.0,0.0001,0.1,159.3,0.06747141041931386,0.4016955396037794,0,0.18748125093746873,167.3,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,10.0,0.0001,0.25,398.25,0.16867852604828462,0.4016955396037794,0,0.18748125093746873,406.25,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,10.0,0.0001,0.5,796.5,0.33735705209656924,0.4016955396037794,1,0.9242099623816038,3350.5,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1.0,0.0,0.0,0.0,0.0,0.08246063108426373,0,0.1328125,8.0,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1.0,0.0,0.1,159.3,0.2516587677725119,0.08246063108426373,1,0.8094558715820314,877.3,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1.0,0.0,0.25,398.25,0.6291469194312796,0.08246063108426373,1,0.8094558715820314,1116.25,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1.0,0.0,0.5,796.5,1.2582938388625593,0.08246063108426373,1,0.8094558715820314,1514.5,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1.0,0.0001,0.0,0.0,0.0,0.0852967837958378,0,0.13279921941404035,8.0,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1.0,0.0001,0.1,159.3,0.2516587677725119,0.0852967837958378,1,0.7881293754726163,877.3,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1.0,0.0001,0.25,398.25,0.6291469194312796,0.0852967837958378,1,0.7881293754726163,1116.25,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1.0,0.0001,0.5,796.5,1.2582938388625593,0.0852967837958378,1,0.7881293754726163,1514.5,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,4.0,0.0,0.0,0.0,0.0,0.15786816988884544,0,0.1328125,8.0,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,4.0,0.0,0.1,159.3,0.13176178660049628,0.15786816988884544,0,0.1328125,167.3,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,4.0,0.0,0.25,398.25,0.3294044665012407,0.15786816988884544,1,0.8094558715820314,1728.25,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,4.0,0.0,0.5,796.5,0.6588089330024814,0.15786816988884544,1,0.8094558715820314,2126.5,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,4.0,0.0001,0.0,0.0,0.0,0.1631490063461707,0,0.13279921941404035,8.0,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,4.0,0.0001,0.1,159.3,0.13176178660049628,0.1631490063461707,0,0.13279921941404035,167.3,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,4.0,0.0001,0.25,398.25,0.3294044665012407,0.1631490063461707,1,0.7881293754726163,1728.25,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,4.0,0.0001,0.5,796.5,0.6588089330024814,0.1631490063461707,1,0.7881293754726163,2126.5,1209.0,1322.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,6.0,0.0,0.0,0.0,0.0,0.20813986242523325,0,0.1328125,8.0,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,6.0,0.0,0.1,159.3,0.1,0.20813986242523325,0,0.1328125,167.3,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,6.0,0.0,0.25,398.25,0.25,0.20813986242523325,1,0.8094558715820314,2136.25,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,6.0,0.0,0.5,796.5,0.5,0.20813986242523325,1,0.8094558715820314,2534.5,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,6.0,0.0001,0.0,0.0,0.0,0.2150504880463926,0,0.13279921941404035,8.0,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,6.0,0.0001,0.1,159.3,0.1,0.2150504880463926,0,0.13279921941404035,167.3,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,6.0,0.0001,0.25,398.25,0.25,0.2150504880463926,1,0.7881293754726163,2136.25,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,6.0,0.0001,0.5,796.5,0.5,0.2150504880463926,1,0.7881293754726163,2534.5,1593.0,1730.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,10.0,0.0,0.0,0.0,0.0,0.30868324749800885,0,0.1328125,8.0,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,10.0,0.0,0.1,159.3,0.06747141041931386,0.30868324749800885,0,0.1328125,167.3,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,10.0,0.0,0.25,398.25,0.16867852604828462,0.30868324749800885,0,0.1328125,406.25,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,10.0,0.0,0.5,796.5,0.33735705209656924,0.30868324749800885,1,0.8094558715820314,3350.5,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,10.0,0.0001,0.0,0.0,0.0,0.3188534514468364,0,0.13279921941404035,8.0,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,10.0,0.0001,0.1,159.3,0.06747141041931386,0.3188534514468364,0,0.13279921941404035,167.3,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,10.0,0.0001,0.25,398.25,0.16867852604828462,0.3188534514468364,0,0.13279921941404035,406.25,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,10.0,0.0001,0.5,796.5,0.33735705209656924,0.3188534514468364,1,0.7881293754726163,3350.5,2361.0,2546.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s42,8,random_fixed_density,0.25,24,0.28125,1.0,0.0,0.0,0.0,0.0,0.1721506747298935,0,0.28124999999999994,8.0,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
primary,n8_d25_s42,8,random_fixed_density,0.25,24,0.28125,1.0,0.0,0.1,159.3,0.2516587677725119,0.1721506747298935,0,0.28124999999999994,167.3,633.0,710.0,1593.0,Toffoli-weight scalarization sensitivity; raw logical counts/depth unchanged; not a native-gate claim
