instance_id,n,operational_level,threshold,feasible_exact_validation,realized_quality_ratio_exact_validation,method,configuration,p_target,expected_independent_repetitions,resource_metric_scope
n8_d50_s17,8,0.25,48,True,0.8421052631578947,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s17,8,0.25,48,True,0.8421052631578947,amplitude_amplification,k=1; exact-rho validation; eps=0; oracle_cost=1,0.9614944458007814,1.0400476096012694,oracle-informed validation reference; normalized_resource_per_hit=3.1201428288
n8_d50_s17,8,0.25,48,True,0.8421052631578947,qaoa,p=1; median over 5 L-BFGS-B starts,0.26354718792882154,3.7943869098314136,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.25,48,True,0.8421052631578947,qaoa,p=2; median over 5 L-BFGS-B starts,0.332537321460292,3.0071812559523763,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.25,48,True,0.8421052631578947,qaoa,p=3; median over 5 L-BFGS-B starts,0.1953125,5.12,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.4,54,True,0.9473684210526315,uniform,uniform sample,0.0625,16.0,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.4,54,True,0.9473684210526315,hillclimb,256 starts,0.92578125,1.080168776371308,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.4,54,True,0.9473684210526315,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s17,8,0.4,54,True,0.9473684210526315,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s17,8,0.4,54,True,0.9473684210526315,amplitude_amplification,k=2; exact-rho validation; eps=0; oracle_cost=1,0.908447265625,1.1007793603869926,oracle-informed validation reference; normalized_resource_per_hit=5.50389680193
n8_d50_s17,8,0.4,54,True,0.9473684210526315,qaoa,p=1; median over 5 L-BFGS-B starts,0.09354374267316982,10.690185911139725,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.4,54,True,0.9473684210526315,qaoa,p=2; median over 5 L-BFGS-B starts,0.15557829623936326,6.427631772374349,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.4,54,True,0.9473684210526315,qaoa,p=3; median over 5 L-BFGS-B starts,0.0625,16.0,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.55,59,False,1.0350877192982457,uniform,uniform sample,0.0,inf,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.55,59,False,1.0350877192982457,hillclimb,256 starts,0.0,inf,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.55,59,False,1.0350877192982457,simulated_annealing,64 runs; <= 4096 objective evaluations/run,0.0,inf,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s17,8,0.55,59,False,1.0350877192982457,tabu_search,64 runs; <= 4096 objective evaluations/run,0.0,inf,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s17,8,0.55,59,False,1.0350877192982457,amplitude_amplification,infeasible threshold under exact Tier-I validation,0.0,inf,no AA selector run because the validated target event is empty
n8_d50_s17,8,0.55,59,False,1.0350877192982457,qaoa,p=1; median over 5 L-BFGS-B starts,0.0,inf,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.55,59,False,1.0350877192982457,qaoa,p=2; median over 5 L-BFGS-B starts,0.0,inf,common probability only; threshold construction independent of C*
n8_d50_s17,8,0.55,59,False,1.0350877192982457,qaoa,p=3; median over 5 L-BFGS-B starts,0.0,inf,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.25,49,True,0.8166666666666667,uniform,uniform sample,0.1875,5.333333333333333,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.25,49,True,0.8166666666666667,hillclimb,256 starts,1.0,1.0,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.25,49,True,0.8166666666666667,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s42,8,0.25,49,True,0.8166666666666667,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s42,8,0.25,49,True,0.8166666666666667,amplitude_amplification,k=1; exact-rho validation; eps=0; oracle_cost=1,0.94921875,1.0534979423868314,oracle-informed validation reference; normalized_resource_per_hit=3.16049382716
n8_d50_s42,8,0.25,49,True,0.8166666666666667,qaoa,p=1; median over 5 L-BFGS-B starts,0.1875,5.333333333333333,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.25,49,True,0.8166666666666667,qaoa,p=2; median over 5 L-BFGS-B starts,0.3556692146773322,2.8116012258952834,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.25,49,True,0.8166666666666667,qaoa,p=3; median over 5 L-BFGS-B starts,0.1875,5.333333333333333,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.4,54,True,0.9,uniform,uniform sample,0.046875,21.333333333333332,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.4,54,True,0.9,hillclimb,256 starts,0.8828125,1.1327433628318584,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.4,54,True,0.9,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s42,8,0.4,54,True,0.9,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s42,8,0.4,54,True,0.9,amplitude_amplification,k=2; exact-rho validation; eps=0; oracle_cost=1,0.7870681285858153,1.2705380432527174,oracle-informed validation reference; normalized_resource_per_hit=6.35269021626
n8_d50_s42,8,0.4,54,True,0.9,qaoa,p=1; median over 5 L-BFGS-B starts,0.046875,21.333333333333332,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.4,54,True,0.9,qaoa,p=2; median over 5 L-BFGS-B starts,0.1426922487996092,7.00808914578364,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.4,54,True,0.9,qaoa,p=3; median over 5 L-BFGS-B starts,0.046875,21.333333333333332,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.55,60,True,1.0,uniform,uniform sample,0.015625,64.0,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.55,60,True,1.0,hillclimb,256 starts,0.41796875,2.392523364485981,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.55,60,True,1.0,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s42,8,0.55,60,True,1.0,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d50_s42,8,0.55,60,True,1.0,amplitude_amplification,k=4; exact-rho validation; eps=0; oracle_cost=1,0.8163770193968958,1.2249242399531983,oracle-informed validation reference; normalized_resource_per_hit=11.0243181596
n8_d50_s42,8,0.55,60,True,1.0,qaoa,p=1; median over 5 L-BFGS-B starts,0.015625,64.0,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.55,60,True,1.0,qaoa,p=2; median over 5 L-BFGS-B starts,0.032162261428711314,31.09234101017841,common probability only; threshold construction independent of C*
n8_d50_s42,8,0.55,60,True,1.0,qaoa,p=3; median over 5 L-BFGS-B starts,0.015625,64.0,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.25,71,True,0.7888888888888889,uniform,uniform sample,0.21875,4.571428571428571,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.25,71,True,0.7888888888888889,hillclimb,256 starts,1.0,1.0,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.25,71,True,0.7888888888888889,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s17,8,0.25,71,True,0.7888888888888889,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s17,8,0.25,71,True,0.7888888888888889,amplitude_amplification,k=1; exact-rho validation; eps=0; oracle_cost=1,0.9877929687500001,1.0123578843302026,oracle-informed validation reference; normalized_resource_per_hit=3.03707365299
n8_d75_s17,8,0.25,71,True,0.7888888888888889,qaoa,p=1; median over 5 L-BFGS-B starts,0.279857164603021,3.5732513813555773,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.25,71,True,0.7888888888888889,qaoa,p=2; median over 5 L-BFGS-B starts,0.37183862488086294,2.6893386891165485,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.25,71,True,0.7888888888888889,qaoa,p=3; median over 5 L-BFGS-B starts,0.2547104769888574,3.9260261761582194,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.4,77,True,0.8555555555555555,uniform,uniform sample,0.078125,12.8,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.4,77,True,0.8555555555555555,hillclimb,256 starts,1.0,1.0,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.4,77,True,0.8555555555555555,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s17,8,0.4,77,True,0.8555555555555555,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s17,8,0.4,77,True,0.8555555555555555,amplitude_amplification,k=2; exact-rho validation; eps=0; oracle_cost=1,0.9763538837432862,1.024218796740026,oracle-informed validation reference; normalized_resource_per_hit=5.1210939837
n8_d75_s17,8,0.4,77,True,0.8555555555555555,qaoa,p=1; median over 5 L-BFGS-B starts,0.14773527385047064,6.768864157737602,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.4,77,True,0.8555555555555555,qaoa,p=2; median over 5 L-BFGS-B starts,0.08922808783926807,11.207233329950546,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.4,77,True,0.8555555555555555,qaoa,p=3; median over 5 L-BFGS-B starts,0.1601687755459191,6.24341415230029,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.55,84,True,0.9333333333333333,uniform,uniform sample,0.015625,64.0,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.55,84,True,0.9333333333333333,hillclimb,256 starts,0.6484375,1.5421686746987953,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.55,84,True,0.9333333333333333,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s17,8,0.55,84,True,0.9333333333333333,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s17,8,0.55,84,True,0.9333333333333333,amplitude_amplification,k=4; exact-rho validation; eps=0; oracle_cost=1,0.8163770193968958,1.2249242399531983,oracle-informed validation reference; normalized_resource_per_hit=11.0243181596
n8_d75_s17,8,0.55,84,True,0.9333333333333333,qaoa,p=1; median over 5 L-BFGS-B starts,0.02575991445031634,38.820004698723665,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.55,84,True,0.9333333333333333,qaoa,p=2; median over 5 L-BFGS-B starts,0.015624999999999998,64.00000000000001,common probability only; threshold construction independent of C*
n8_d75_s17,8,0.55,84,True,0.9333333333333333,qaoa,p=3; median over 5 L-BFGS-B starts,0.01991176622227585,50.221561906510935,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.25,74,True,0.8043478260869565,uniform,uniform sample,0.1640625,6.095238095238095,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.25,74,True,0.8043478260869565,hillclimb,256 starts,1.0,1.0,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.25,74,True,0.8043478260869565,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s42,8,0.25,74,True,0.8043478260869565,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s42,8,0.25,74,True,0.8043478260869565,amplitude_amplification,k=1; exact-rho validation; eps=0; oracle_cost=1,0.9012222290039062,1.1096042328042328,oracle-informed validation reference; normalized_resource_per_hit=3.32881269841
n8_d75_s42,8,0.25,74,True,0.8043478260869565,qaoa,p=1; median over 5 L-BFGS-B starts,0.1640625,6.095238095238095,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.25,74,True,0.8043478260869565,qaoa,p=2; median over 5 L-BFGS-B starts,0.22291236537571152,4.486067869382358,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.25,74,True,0.8043478260869565,qaoa,p=3; median over 5 L-BFGS-B starts,0.2409300718454628,4.150581919227664,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.4,81,True,0.8804347826086957,uniform,uniform sample,0.0546875,18.285714285714285,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.4,81,True,0.8804347826086957,hillclimb,256 starts,0.96875,1.032258064516129,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.4,81,True,0.8804347826086957,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s42,8,0.4,81,True,0.8804347826086957,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s42,8,0.4,81,True,0.8804347826086957,amplitude_amplification,k=2; exact-rho validation; eps=0; oracle_cost=1,0.8550346419215202,1.1695432570459356,oracle-informed validation reference; normalized_resource_per_hit=5.84771628523
n8_d75_s42,8,0.4,81,True,0.8804347826086957,qaoa,p=1; median over 5 L-BFGS-B starts,0.0546875,18.285714285714285,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.4,81,True,0.8804347826086957,qaoa,p=2; median over 5 L-BFGS-B starts,0.07156492419383123,13.973325777465131,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.4,81,True,0.8804347826086957,qaoa,p=3; median over 5 L-BFGS-B starts,0.09265017628382,10.793287612714833,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.55,88,True,0.9565217391304348,uniform,uniform sample,0.0390625,25.6,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.55,88,True,0.9565217391304348,hillclimb,256 starts,0.96875,1.032258064516129,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.55,88,True,0.9565217391304348,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s42,8,0.55,88,True,0.9565217391304348,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n8_d75_s42,8,0.55,88,True,0.9565217391304348,amplitude_amplification,k=2; exact-rho validation; eps=0; oracle_cost=1,0.7032984867691994,1.4218713943119414,oracle-informed validation reference; normalized_resource_per_hit=7.10935697156
n8_d75_s42,8,0.55,88,True,0.9565217391304348,qaoa,p=1; median over 5 L-BFGS-B starts,0.0390625,25.6,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.55,88,True,0.9565217391304348,qaoa,p=2; median over 5 L-BFGS-B starts,0.06164188861692359,16.22273461175966,common probability only; threshold construction independent of C*
n8_d75_s42,8,0.55,88,True,0.9565217391304348,qaoa,p=3; median over 5 L-BFGS-B starts,0.07205962108813867,13.877397423126395,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.25,37,True,0.6271186440677966,uniform,uniform sample,0.21484375,4.654545454545454,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.25,37,True,0.6271186440677966,hillclimb,256 starts,1.0,1.0,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.25,37,True,0.6271186440677966,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n10_d25_s17,10,0.25,37,True,0.6271186440677966,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n10_d25_s17,10,0.25,37,True,0.6271186440677966,amplitude_amplification,k=1; exact-rho validation; eps=0; oracle_cost=1,0.9844732284545898,1.0157716544204902,oracle-informed validation reference; normalized_resource_per_hit=3.04731496326
n10_d25_s17,10,0.25,37,True,0.6271186440677966,qaoa,p=1; median over 5 L-BFGS-B starts,0.3871543258156077,2.582949313283086,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.25,37,True,0.6271186440677966,qaoa,p=2; median over 5 L-BFGS-B starts,0.4378030233975882,2.28413223883074,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.25,37,True,0.6271186440677966,qaoa,p=3; median over 5 L-BFGS-B starts,0.46363184781485245,2.1568837531612837,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.4,42,True,0.711864406779661,uniform,uniform sample,0.0859375,11.636363636363637,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.4,42,True,0.711864406779661,hillclimb,256 starts,0.96875,1.032258064516129,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.4,42,True,0.711864406779661,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n10_d25_s17,10,0.4,42,True,0.711864406779661,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n10_d25_s17,10,0.4,42,True,0.711864406779661,amplitude_amplification,k=1; exact-rho validation; eps=0; oracle_cost=1,0.6063461303710939,1.649223026108839,oracle-informed validation reference; normalized_resource_per_hit=4.94766907833
n10_d25_s17,10,0.4,42,True,0.711864406779661,qaoa,p=1; median over 5 L-BFGS-B starts,0.1836523144719857,5.445071590167952,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.4,42,True,0.711864406779661,qaoa,p=2; median over 5 L-BFGS-B starts,0.1894014362701696,5.279791007358366,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.4,42,True,0.711864406779661,qaoa,p=3; median over 5 L-BFGS-B starts,0.31336080082345263,3.1912096132387653,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.55,46,True,0.7796610169491526,uniform,uniform sample,0.05078125,19.692307692307693,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.55,46,True,0.7796610169491526,hillclimb,256 starts,0.921875,1.0847457627118644,common probability only; threshold construction independent of C*
n10_d25_s17,10,0.55,46,True,0.7796610169491526,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
n10_d25_s17,10,0.55,46,True,0.7796610169491526,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; threshold construction independent of C*; not matched to quantum resources
