instance_id,n,density_target,graph_seed,p,optimizer_seed,operational_level,threshold,rho_uniform,objective,optimizer,objective_eval_budget,objective_evaluations_used,success,termination,nit,p_target_exact,expected_cut,approx_ratio,p_opt_exact,initial_params,best_seen_params,message,evidence_label
n10_d25_s17,10,0.25,17,3,0,0.4,42,0.0859375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.27014092833308,35.95513266442127,0.60940902821053,0.020859018525344695,"[3.714752539388263, 4.405633735976786, 3.012114793294022, 1.3153655203983596, 0.7867015516289857, 0.9341771458685942]","[3.521392970132273, 4.526120109848906, 3.1062746134004615, 1.1736841838472796, 0.757207876795886, 1.019529039520001]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s17,10,0.25,17,3,1,0.4,42,0.0859375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.19438427506324701,31.177164499164526,0.528426516934992,0.0009886881707254311,"[3.408800473357766, 5.817331304889216, 6.046379286742753, 2.0367025942942063, 2.1753596965261637, 1.3349422962432198]","[4.094696660299123, 6.283185307179586, 6.223292009196875, 2.1792520242944247, 2.2025446822165837, 1.4395694259584395]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s17,10,0.25,17,3,2,0.4,42,0.0859375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.43080029784267104,37.528654113128894,0.6360788832733711,0.00788128597224368,"[2.9250437898027686, 6.123979258721456, 1.1714194210165396, 2.885834761232593, 0.43198498724617246, 0.4708860679839285]","[3.0265121461832805, 5.96894368930244, 1.2212404762574507, 2.707484680479249, 0.15954707767831489, 0.0]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s17,10,0.25,17,3,3,0.4,42,0.0859375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.32277178167695825,36.06723925578639,0.6113091399285829,0.017470773542290124,"[1.7438012089550914, 2.0231747976908263, 0.8951302356401365, 2.180644526719323, 1.1736366178015416, 2.105760493245921]","[1.5788526927046318, 1.5466031170291998, 0.11293656267406363, 2.169801322332088, 0.9541246728024353, 2.023432390352614]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s17,10,0.25,17,3,4,0.4,42,0.0859375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.4144077978693673,39.42896504027658,0.6682875430555353,0.0802491889930356,"[2.3466887673723464, 2.7780992652449155, 4.4530749491586725, 1.0007300857209462, 2.9696310801827073, 1.257013050303325]","[2.5893595434445924, 2.5330871395402346, 4.269051666220269, 1.1396889422882608, 2.8730316686605453, 1.3656964617703378]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,1,0,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,39,True,optimizer_converged,8,0.4262550774170377,36.18990313822394,0.7237980627644788,0.04162968150872799,"[3.4445987231411896, 1.7740496590666637]","[3.283742571179887, 1.9901346818405379]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,1,1,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,42,True,optimizer_converged,10,0.22404522946104072,30.790403775903552,0.615808075518071,0.021112182522454788,"[4.336522735179967, 0.17343715351120842]","[4.17180649138774, 0.3982000078999652]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,1,2,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,36,True,optimizer_converged,9,0.22404522946104094,30.790403769163156,0.6158080753832631,0.0211121824398171,"[3.967841214541494, 1.7773044137488616]","[4.171806491564174, 1.9689963390437375]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,1,3,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,36,True,optimizer_converged,7,0.42625507741703805,36.18990309886936,0.7237980619773872,0.041629681069267205,"[3.374630322136983, 1.9688604286551854]","[3.2837425813829633, 1.9901346920921197]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,1,4,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,48,True,optimizer_converged,10,0.23404344548037778,31.0875965130781,0.6217519302615621,0.020308091287203865,"[2.246101526684241, 0.16712202509113389]","[2.755485138266499, 0.4279312066801148]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,2,0,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,125,True,optimizer_converged,17,0.33855418448688945,33.69441938958724,0.6738883877917448,0.04801645647187387,"[4.904361869782892, 1.8783336313194159, 0.4173170668375988, 1.584019870575649]","[4.806728027486621, 1.8900015635479275, 0.22394318409290595, 1.148444030251787]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,2,1,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,90,True,optimizer_converged,14,0.3861405687273644,34.55225429464777,0.6910450858929553,0.07765528315705242,"[5.843929957293698, 1.0292135769829527, 0.8864121661642272, 0.44383921863577597]","[5.872960586602173, 1.2744777372673826, 0.5498153510055376, 0.30496221973535903]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,2,2,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,95,True,optimizer_converged,15,0.3157217430599856,33.61068588190946,0.6722137176381893,0.031200781758183225,"[4.1520871813751885, 5.847520149718272, 1.944992209538549, 0.1422451367695912]","[4.220844102769192, 6.036822659256459, 2.225317064532064, 0.316410523773114]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,2,3,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.7684516888451527,42.050920577516536,0.8410184115503307,0.13244245400797994,"[0.15116360453943953, 4.024938406854292, 0.7694075710857323, 1.2083327887187312]","[0.14179835117373582, 3.6529931507305853, 0.3893895207617311, 1.4862449417032968]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,2,4,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.7624663661949747,41.96679546459943,0.8393359092919885,0.13714161203673314,"[4.780468837871428, 2.928803648771255, 2.8482686415637963, 0.5710188091400944]","[6.139731569398369, 2.6208177285217187, 2.7296406470715247, 0.07234123886565842]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,3,0,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.27863014212770393,32.51838955931589,0.6503677911863178,0.04004696226628366,"[3.962725314860307, 5.767583588285256, 1.6161302452540613, 2.8425966699249847, 0.058465404626779564, 2.575552025541495]","[3.915715636851474, 5.93336882654607, 1.7685692144788094, 2.732686960726845, 0.0, 2.854684226008955]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,3,1,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.5090891659284142,36.53430141388457,0.7306860282776914,0.05328428926292317,"[2.6685603650702374, 4.70807252010611, 3.9883080822022494, 0.030059904002693375, 3.0519867973191914, 3.1205044282974206]","[2.70309586136104, 5.002043524302207, 3.8206723669536493, 0.4631312527691544, 3.0828939516670797, 2.761982786081032]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,3,2,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.4215509645783013,35.9718757696281,0.719437515392562,0.09587178429341207,"[4.720051632570991, 0.06690382423528668, 1.023904674760067, 1.5945088726648609, 0.45959698386428804, 1.1069253632189793]","[5.072009997386927, 0.39226068384318186, 1.2957690395055148, 1.6797229887491218, 0.7707387490303451, 1.2260939195466445]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,3,3,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.7519518174838347,41.86187787425308,0.8372375574850617,0.1389014532463273,"[2.213297424586855, 3.908467324805233, 0.7951225125685473, 0.3868057317805171, 0.45034778382900514, 2.0113743703302034]","[2.3436409138314303, 4.081796498733624, 0.778029556818525, 0.0, 0.36412131277072035, 1.6273809082897304]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d25_s42,10,0.25,42,3,4,0.4,39,0.125,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.3923492694775178,35.286997600100136,0.7057399520020027,0.042816804523770485,"[4.6359422719493875, 3.4598176821962383, 0.703940392347476, 2.600835638798667, 1.541516877142316, 2.8171894845242798]","[1.4265859190862702, 5.322039898273651, 3.6938366211214597, 2.7593457356745077, 1.3081473878552576, 3.141592653589793]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,1,0,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,36,True,optimizer_converged,10,0.04483400357359134,45.97606026396217,0.6568008609137452,0.0050165029648480035,"[5.341850898120179, 2.558423947697893]","[5.254683049710163, 2.8414150823619306]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,1,1,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,57,True,optimizer_converged,10,0.035969181305615563,45.774523293965835,0.6539217613423691,0.004469529052851313,"[3.2552448223875228, 0.5162222288491574]","[3.7599164119364867, 0.6597823842575642]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,1,2,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,33,True,optimizer_converged,9,0.0518593119914777,47.87412981173988,0.6839161401677125,0.00545297552197405,"[3.9391871339714037, 1.3910380002039626]","[4.130063940110317, 1.1921020820021733]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,1,3,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,30,True,optimizer_converged,9,0.029420180827131576,44.309662704017356,0.6329951814859622,0.003638481546818945,"[5.799111380216412, 1.7946107850194553]","[5.885883822831492, 1.6916207861087962]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,1,4,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,57,True,optimizer_converged,16,0.06227926398898483,47.22479256549184,0.6746398937927406,0.004598082060551306,"[2.020839959539625, 0.7605353592866495]","[1.9282241832339366, 1.1693124896543954]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,2,0,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.0694795958204841,46.99877594072315,0.6714110848674736,0.0011170617868578477,"[2.79506755034082, 5.5764866256846055, 2.5962283974370544, 1.9016386314282654]","[2.8313810584892596, 5.661733296811017, 2.4758930366867036, 2.036469027096097]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,2,1,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,65,True,optimizer_converged,12,0.03568298340241941,45.778456988406504,0.6539779569772358,0.0024934875128446925,"[6.268162369158887, 3.6410510638557185, 0.43342868886261854, 1.692841288956732]","[6.283185307179586, 3.5473856138415725, 0.43710157247833265, 1.7949020745957402]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,2,2,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.20424632796417272,54.483586943240866,0.7783369563320124,0.05013436065995434,"[0.5492389356209572, 5.599529528834232, 2.025030604149659, 1.644620871303248]","[0.41666359132062186, 5.754493351395764, 1.500650646284904, 1.1830860429144068]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,2,3,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.21718133567738634,53.99562988289722,0.771366141184246,0.051625774118935645,"[5.293321746798957, 0.8454355323779833, 1.828806892207914, 1.053955407975336]","[5.12306181334445, 1.045230872975174, 1.6807778053428994, 1.1721251332441633]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,2,4,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.0782030584188994,47.574343600860686,0.6796334800122955,0.004009344610405257,"[1.2181622960168175, 4.890248942909295, 0.8512136505861835, 1.6441617172345364]","[1.4494124292938795, 4.860105856237301, 0.8869010564328776, 0.5354316807097843]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,3,0,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.06982557434076624,46.93456551661765,0.6704937930945379,0.013509819958791422,"[3.9090783701794063, 0.8824268396785018, 2.967832394671265, 1.3848839678825704, 1.9956076076677332, 2.145251132904566]","[4.198748298245455, 1.0319734360651212, 3.2926958651924223, 1.406159199528285, 2.065537887951491, 1.9586972180992213]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,3,1,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.13780638609453022,54.785477204328146,0.782649674347545,0.023821756081576828,"[3.9011582918136916, 5.919089357946517, 0.08337034356422554, 1.7572613877288958, 0.8831650945076857, 1.5359106921618964]","[3.710960413593312, 5.79202751917044, 0.17471666729494595, 1.606731434951838, 1.1054446780467755, 1.2968987309113393]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,3,2,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.05341773455787167,44.82394781559415,0.640342111651345,0.004138754475020418,"[1.2580558001787252, 2.921176306253207, 0.041593723200600626, 0.7960729696519969, 1.6845284523619026, 2.970852567333774]","[1.4732571554812406, 2.825163019130428, 0.3637152133882679, 1.4164940474387322, 1.7670349805369816, 2.614967729100911]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,3,3,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.05551125151832856,45.956373605035225,0.6565196229290746,0.010090582734900728,"[3.637437690222947, 0.47850273991690506, 1.4358065292275857, 0.93329839244848, 2.4730148557531453, 1.0625675531452974]","[3.723404998508765, 0.5298413121090806, 1.4256578380427296, 1.0298707672406688, 2.422772905190928, 0.824714824419055]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s17,10,0.5,17,3,4,0.4,63,0.02734375,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.13646953278245866,49.751157191584724,0.710730817022639,0.0177982830892231,"[0.3929449597103782, 4.710837502917278, 4.307101017973976, 2.929160082738926, 2.77265398631899, 1.9251346292045504]","[0.3897657413226018, 4.58172381196424, 4.325910164897147, 2.9104386513205176, 2.865755750427523, 2.0202425450326165]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,1,0,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,39,True,optimizer_converged,11,0.07907875332255904,56.69122213115146,0.6162089362081681,0.003802794133771448,"[3.336514698471005, 2.6008842617154477]","[3.3294760567218344, 2.791783534403226]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,1,1,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,48,True,optimizer_converged,12,0.06970896872333426,54.77144620926491,0.5953418066224446,0.0008659958123042774,"[4.500197943945747, 2.762655781243209]","[4.557984460692654, 2.7230036151418777]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,1,2,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,57,True,optimizer_converged,11,0.08817337141350728,56.44678428452197,0.6135520030926301,0.0025420165968282143,"[3.882765466230621, 0.3283174378599414]","[4.161581201539235, 0.5033224833942171]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,1,3,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,33,True,optimizer_converged,8,0.08498656193383514,55.42010707761288,0.6023924682349227,0.007637574840471643,"[2.3841236212912182, 0.32314732780441424]","[2.320492634000642, 0.417371890563203]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,1,4,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,51,True,optimizer_converged,12,0.08817337141350726,56.44678447987735,0.6135520052160581,0.0025420162952207105,"[4.0259554734570475, 1.6263723653494087]","[4.161581191438602, 2.0741188099569703]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,2,0,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.12954702042072797,57.39984005871398,0.6239113049860215,0.01119385513756479,"[1.7111701536961863, 0.02816343168866939, 1.8329098346588402, 2.4099886383838247]","[0.748479245733158, 0.19041082973543003, 2.0082065386327317, 2.961530267992679]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,2,1,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.10053679746256411,54.17074592129461,0.5888124556662457,0.007439842927078388,"[3.8173575312949515, 4.002575364520628, 0.6207431703542191, 1.0173695032022256]","[3.7929958194623805, 4.1300975511038915, 0.28864753950964206, 0.7744503757787952]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,2,2,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,125,True,optimizer_converged,19,0.078855099834088,53.47213484358589,0.5812188569954988,0.00045016880652218484,"[2.870790940346388, 2.2422470721377827, 0.17553953884921486, 2.5378845419233076]","[2.8789616102613023, 2.144762421559418, 0.40628193143192554, 2.584921131165792]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,2,3,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,110,True,optimizer_converged,12,0.06710408521063921,53.0421199545182,0.5765447821143282,0.0006726496702025947,"[4.756137850309047, 2.4662456086137423, 3.1104855870162242, 0.43356650730781154]","[4.925768144043945, 2.6395801690696405, 3.141592653589793, 0.6834880389173724]",CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,2,4,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.08500304486934201,54.65670338383242,0.5940946019981785,0.01416397625176322,"[2.712386399266546, 3.3620508590190954, 2.489191725300937, 0.49516065189411207]","[2.737893933559146, 2.638417440476936, 2.1769981367060995, 0.39271350746433054]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
n10_d50_s42,10,0.5,42,3,0,0.4,75,0.046875,threshold_hit_probability,L-BFGS-B,128,128,False,evaluation_budget_exhausted,-1,0.364511136274723,68.66641136854814,0.7463740366146537,0.043755649466578304,"[6.180008833224416, 0.21933017928274587, 3.7738528610426423, 1.5587275039458108, 1.9944264124466007, 0.8156152385676987]","[6.190054105370973, 0.3820906225698936, 3.7808952081072613, 1.1699269588423096, 1.6427772379388632, 1.5979004643715131]",strict objective-evaluation cap 128 reached,paired threshold-hit-trained ideal-statevector QAOA under 128-evaluation cap
