instance_id,coverage_group,family,n,seed,i,j,w
n8_d75_s211,random_seed_expansion,random_fixed_density,8,211,2,4,3
n8_d75_s211,random_seed_expansion,random_fixed_density,8,211,3,6,5
n8_d75_s211,random_seed_expansion,random_fixed_density,8,211,2,5,1
n8_d75_s211,random_seed_expansion,random_fixed_density,8,211,3,5,5
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,0,7,6
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,4,5,2
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,5,9,7
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,0,5,5
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,6,9,7
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,8,9,1
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,7,9,6
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,1,8,6
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,3,9,5
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,0,3,7
n10_d25_s17,random_seed_expansion,random_fixed_density,10,17,1,6,7
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,3,6,7
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,1,3,5
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,7,8,2
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,1,6,3
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,1,7,6
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,8,9,8
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,0,9,1
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,0,4,8
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,5,7,8
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,0,6,3
n10_d25_s42,random_seed_expansion,random_fixed_density,10,42,6,8,4
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,0,3,2
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,1,5,6
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,1,8,2
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,5,6,7
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,0,5,8
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,7,9,8
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,7,8,5
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,2,3,4
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,5,9,3
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,1,3,4
n10_d25_s73,random_seed_expansion,random_fixed_density,10,73,4,5,7
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,3,6,3
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,0,5,7
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,0,7,4
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,3,7,7
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,2,5,2
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,1,4,2
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,0,8,3
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,6,9,9
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,2,7,9
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,5,6,4
n10_d25_s101,random_seed_expansion,random_fixed_density,10,101,5,8,3
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,0,3,1
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,1,8,6
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,6,8,6
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,0,2,5
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,5,9,3
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,6,9,4
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,8,9,3
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,2,4,2
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,7,8,4
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,0,6,4
n10_d25_s211,random_seed_expansion,random_fixed_density,10,211,1,6,6
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,8,9,2
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,4,7,1
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,2,3,2
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,1,3,2
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,3,5,2
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,3,7,9
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,1,9,5
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,6,9,1
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,3,8,8
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,7,9,3
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,2,9,4
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,3,9,9
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,1,4,8
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,3,4,4
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,2,7,3
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,7,8,6
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,0,3,1
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,1,7,1
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,0,8,8
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,1,5,3
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,6,8,5
n10_d50_s17,random_seed_expansion,random_fixed_density,10,17,4,5,2
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,4,7,4
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,2,9,3
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,1,7,8
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,0,9,1
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,1,8,4
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,3,7,9
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,1,2,7
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,5,8,4
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,4,8,6
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,0,2,6
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,0,3,1
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,6,9,3
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,2,7,2
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,2,6,6
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,0,5,4
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,4,9,5
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,2,8,6
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,0,4,9
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,5,9,3
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,7,9,6
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,3,4,2
n10_d50_s42,random_seed_expansion,random_fixed_density,10,42,2,3,8
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,2,9,6
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,1,4,3
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,7,8,6
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,2,5,6
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,2,3,7
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,0,1,2
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,1,9,6
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,0,5,5
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,0,9,8
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,3,6,6
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,5,7,8
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,7,9,3
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,3,7,6
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,5,8,6
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,4,8,4
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,4,6,9
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,1,3,1
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,1,7,4
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,2,6,9
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,0,3,7
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,3,4,1
n10_d50_s73,random_seed_expansion,random_fixed_density,10,73,1,5,1
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,6,8,1
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,2,9,4
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,0,4,8
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,4,7,8
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,3,9,2
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,8,9,4
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,2,5,6
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,5,9,1
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,1,9,1
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,7,9,2
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,2,8,6
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,0,5,5
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,0,1,2
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,1,7,4
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,0,7,9
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,0,2,4
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,2,4,6
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,1,4,6
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,4,6,7
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,3,6,9
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,1,5,1
n10_d50_s101,random_seed_expansion,random_fixed_density,10,101,4,8,8
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,1,8,7
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,2,8,7
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,8,9,5
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,3,5,2
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,0,5,4
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,1,3,7
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,5,6,3
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,0,3,7
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,2,4,8
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,4,7,8
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,1,9,9
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,7,9,1
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,2,3,7
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,4,6,1
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,4,9,7
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,7,8,5
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,4,5,4
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,3,6,1
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,0,1,7
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,6,9,2
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,1,5,9
n10_d50_s211,random_seed_expansion,random_fixed_density,10,211,0,4,5
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,0,1,4
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,1,3,3
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,0,6,1
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,7,9,9
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,2,8,8
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,7,8,5
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,0,7,8
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,3,9,1
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,8,9,7
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,1,6,6
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,1,2,1
n10_d75_s17,random_seed_expansion,random_fixed_density,10,17,4,7,9
